entity_term,entity_name
Paget's disease,adverse
Paget's disease of bone,adverse
Ankle osteoarthritis,adverse
Arthrosis,adverse
Arthrosis multiple,adverse
Arthrosis NOS,adverse
Degenerative arthritis peripheral joint,adverse
DIP OA,adverse
Dysarthrosis,adverse
Elbow osteoarthritis,adverse
Finger osteoarthritis,adverse
Foot osteoarthritis,adverse
Generalised OA,adverse
Generalized osteoarthritis,adverse
Hand osteoarthritis,adverse
Hips osteoarthritis,adverse
Kaschin-Beck disease,adverse
Kaschin-Beck disease involving ankle and foot,adverse
Kaschin-Beck disease involving forearm,adverse
Kaschin-Beck disease involving hand,adverse
Kaschin-Beck disease involving lower leg,adverse
Kaschin-Beck disease involving multiple sites,adverse
Kaschin-Beck disease involving other specified sites,adverse
Kaschin-Beck disease involving pelvic region and thigh,adverse
Kaschin-Beck disease involving shoulder region,adverse
Kaschin-Beck disease involving upper arm,adverse
"Kaschin-Beck disease, site unspecified",adverse
Knee osteoarthritis,adverse
Localised osteoarthritis,adverse
OA hip,adverse
OA hips,adverse
OA knee,adverse
OA toes,adverse
Osteo arthritis knees,adverse
Osteo arthritis shoulders,adverse
Osteoarthritis,adverse
Osteoarthritis aggravated,adverse
Osteoarthritis deformans endemica,adverse
Osteoarthritis generalised,adverse
Osteoarthritis knee,adverse
Osteoarthritis knees,adverse
Osteoarthritis NOS,adverse
Osteoarthritis shoulders,adverse
Osteoarthrosis,adverse
Osteoarthrosis and allied disorders,adverse
"Osteoarthrosis, generalized",adverse
"Osteoarthrosis, generalized, involving hand",adverse
"Osteoarthrosis, generalized, involving multiple sites",adverse
"Osteoarthrosis, generalized, involving unspecified site",adverse
"Osteoarthrosis, localized, primary",adverse
"Osteoarthrosis, localized, primary, involving ankle and foot",adverse
"Osteoarthrosis, localized, primary, involving forearm",adverse
"Osteoarthrosis, localized, primary, involving hand",adverse
"Osteoarthrosis, localized, primary, involving lower leg",adverse
"Osteoarthrosis, localized, primary, involving other specified sites",adverse
"Osteoarthrosis, localized, primary, involving shoulder region",adverse
"Osteoarthrosis, localized, primary, involving unspecified site",adverse
"Osteoarthrosis, localized, primary, involving upper arm",adverse
"Osteoarthrosis, localized, secondary",adverse
"Osteoarthrosis, localized, secondary, involving ankle and foot",adverse
"Osteoarthrosis, localized, secondary, involving forearm",adverse
"Osteoarthrosis, localized, secondary, involving hand",adverse
"Osteoarthrosis, localized, secondary, involving lower leg",adverse
"Osteoarthrosis, localized, secondary, involving other specified sites",adverse
"Osteoarthrosis, localized, secondary, involving shoulder region",adverse
"Osteoarthrosis, localized, secondary, involving unspecified site",adverse
"Osteoarthrosis, localized, secondary, involving upper arm",adverse
"Osteoarthrosis, unspecified whether generalized or localized",adverse
PIP OA,adverse
Shoulder osteoarthritis,adverse
Thumb osteoarthritis,adverse
Toe osteoarthritis,adverse
Wrist osteoarthritis,adverse
Coxarthrosis,adverse
Gonarthrosis,adverse
Degenerative joint disease,adverse
Osteoarthritis deformans,adverse
Arthrosis deformans,adverse
"Osteoarthrosis, localised, primary",adverse
"Osteoarthrosis, localised, primary, involving forearm",adverse
"Osteoarthrosis, localised, primary, involving hand",adverse
"Osteoarthrosis, localised, primary, involving lower leg",adverse
"Osteoarthrosis, localised, primary, involving shoulder region",adverse
"Osteoarthrosis, localised, primary, involving upper arm",adverse
"Osteoarthrosis, localised, secondary",adverse
"Osteoarthrosis, localised, secondary, involving forearm",adverse
"Osteoarthrosis, localised, secondary, involving hand",adverse
"Osteoarthrosis, localised, secondary, involving lower leg",adverse
"Osteoarthrosis, localised, secondary, involving shoulder region",adverse
"Osteoarthrosis, localised, secondary, involving upper arm",adverse
Omarthrosis,adverse
Localized osteoarthritis,adverse
Rhizarthrosis,adverse
Cystic joint degeneration,adverse
Erosive osteoarthritis,adverse
Hip arthrosis,adverse
Degenerative rheumatism,adverse
Osteoarthritis flare up,adverse
Varus gonarthrosis,adverse
Generalised osteoarthritis,adverse
"Osteoarthrosis, generalised",adverse
Valgus gonarthrosis,adverse
Temporomandibular joint osteoarthritis,adverse
Osteoarthropathy,adverse
Osteochondritis,adverse
Adult osteochondrosis of spine,adverse
Calve-Perthes disease,adverse
Epiphyseal ischaemic necrosis,adverse
Epiphyseal ischemic necrosis,adverse
Juvenile osteochondrosis,adverse
Juvenile osteochondrosis of foot,adverse
Juvenile osteochondrosis of hip and pelvis,adverse
"Juvenile osteochondrosis of lower extremity, excluding foot",adverse
Juvenile osteochondrosis of spine,adverse
Juvenile osteochondrosis of upper extremity,adverse
Osgood-Schlatter's disease,adverse
Osteochondritis dissecans,adverse
Osteochondrosis,adverse
Osteochondrosis juvenilis,adverse
Osteochondrosis of femoral head,adverse
Osteochondrosis of foot,adverse
Osteochondrosis of leg (excl hip),adverse
Osteochondrosis of tibial tubercle,adverse
Osteochondrosis of upper limb,adverse
Other juvenile osteochondrosis,adverse
Perthes disease,adverse
Scheuermann's disease,adverse
Schuermann's disease,adverse
Freiberg's disease,adverse
Sinding-Larsen-Johansson disease,adverse
Osteochondrosis of spine,adverse
Kienbock's disease,adverse
Vertebral osteochondrosis,adverse
Osteochondral defects,adverse
Osteochondritis of spine,adverse
Osteodystrophy,adverse
Osteodystrophy NOS,adverse
Brittle bone disease,adverse
Osteogenesis imperfecta,adverse
Bruck syndrome,adverse
Acroosteolysis,adverse
Osteolysis,adverse
Osteolytic lesion,adverse
Benign osteoblastoma,adverse
Osteoma,adverse
Adult rickets,adverse
Osteomalacia,adverse
"Osteomalacia, unspecified",adverse
Bone infection NOS,adverse
Hip osteomyelitis,adverse
Orbital osteomyelitis,adverse
Osteomyelitis,adverse
Osteomyelitis NOS,adverse
"Osteomyelitis, periostitis, and other infections involving bone",adverse
Other infections involving bone,adverse
Unspecified infection of bone,adverse
Unspecified infection of bone in multiple sites,adverse
Unspecified infection of bone of shoulder region,adverse
"Unspecified infection of bone, ankle and foot",adverse
"Unspecified infection of bone, forearm",adverse
"Unspecified infection of bone, hand",adverse
"Unspecified infection of bone, lower leg",adverse
"Unspecified infection of bone, site unspecified",adverse
"Unspecified infection of bone, upper arm",adverse
Unspecified osteomyelitis,adverse
Unspecified osteomyelitis involving ankle and foot,adverse
Unspecified osteomyelitis involving forearm,adverse
Unspecified osteomyelitis involving hand,adverse
Unspecified osteomyelitis involving lower leg,adverse
Unspecified osteomyelitis involving multiple sites,adverse
Unspecified osteomyelitis involving other specified sites,adverse
Unspecified osteomyelitis involving pelvic region and thigh,adverse
Unspecified osteomyelitis involving shoulder region,adverse
Unspecified osteomyelitis involving upper arm,adverse
"Unspecified osteomyelitis, site unspecified",adverse
Bone infection,adverse
Spinal osteomyelitis,adverse
Osteomyelitis of jaw,adverse
Osteomyelitis aggravated,adverse
Osteomyelitis recurrent,adverse
Osteomyelitis of the foot,adverse
Panaritium ossale,adverse
Acute osteomyelitis,adverse
Acute osteomyelitis involving ankle and foot,adverse
Acute osteomyelitis involving forearm,adverse
Acute osteomyelitis involving hand,adverse
Acute osteomyelitis involving lower leg,adverse
Acute osteomyelitis involving multiple sites,adverse
Acute osteomyelitis involving other specified sites,adverse
Acute osteomyelitis involving pelvic region and thigh,adverse
Acute osteomyelitis involving shoulder region,adverse
Acute osteomyelitis involving upper arm,adverse
"Acute osteomyelitis, site unspecified",adverse
Acute traumatic osteomyelitis,adverse
Osteomyelitis acute,adverse
Osteomyelitis acute NOS,adverse
Osteomyelitis blastomyces,adverse
Chronic osteomyelitis,adverse
Chronic osteomyelitis involving ankle and foot,adverse
Chronic osteomyelitis involving forearm,adverse
Chronic osteomyelitis involving hand,adverse
Chronic osteomyelitis involving lower leg,adverse
Chronic osteomyelitis involving multiple sites,adverse
Chronic osteomyelitis involving other specified sites,adverse
Chronic osteomyelitis involving pelvic region and thigh,adverse
Chronic osteomyelitis involving shoulder region,adverse
Chronic osteomyelitis involving upper arm,adverse
"Chronic osteomyelitis, site unspecified",adverse
Osteomyelitis chronic,adverse
Osteomyelitis chronic NOS,adverse
Osteomyelitis salmonella,adverse
Salmonella osteomyelitis,adverse
Aseptic necrosis,adverse
Aseptic necrosis bone,adverse
Aseptic necrosis of bone,adverse
"Aseptic necrosis of bone, site unspecified",adverse
Aseptic necrosis of head of humerus,adverse
Aseptic necrosis of medial femoral condyle,adverse
Aseptic necrosis of other bone sites,adverse
Aseptic necrosis of talus,adverse
Avascular necrosis femoral head,adverse
Avascular necrosis of bone,adverse
Bone necrosis,adverse
Necrosis bone,adverse
Osteonecrosis,adverse
Avascular necrosis,adverse
Metacarpal collapse,adverse
Albers-Schonberg disease,adverse
Marble bone disease,adverse
Osteopetrosis,adverse
Osteopoikilosis,adverse
Bone fragile,adverse
Disuse osteoporosis,adverse
Idiopathic osteoporosis,adverse
Osteoporosis,adverse
Osteoporosis NOS,adverse
Osteoporosis steroid-induced,adverse
"Osteoporosis, unspecified",adverse
Other osteoporosis,adverse
Osteoporomalacia,adverse
Osteoporosis postmenopausal,adverse
Fracture due to osteoporosis,adverse
Osteoporosis fracture,adverse
Osteoporosis with fracture,adverse
Osteoporotic fracture,adverse
Anaplastic osteosarcoma,adverse
Anaplastic osteosarcoma localized,adverse
Chondrosarcomatous osteosarcoma,adverse
Chondrosarcomatous osteosarcoma localized,adverse
Mixed osteosarcoma,adverse
Mixed osteosarcoma localized,adverse
Osteoblastic osteosarcoma,adverse
Osteoblastic osteosarcoma localized,adverse
Osteogenic sarcoma,adverse
Osteogenic sarcoma localized,adverse
Osteosarcoma,adverse
Osteosarcoma localised,adverse
Osteosarcoma NOS,adverse
Osteosarcoma stage unspecified,adverse
Sarcoma osteogenic,adverse
Telangiectatic osteosarcoma,adverse
Telangiectatic osteosarcoma localized,adverse
Anaplastic osteosarcoma localised,adverse
Osteoblastic osteosarcoma localised,adverse
Osteogenic sarcoma localised,adverse
Telangiectatic osteosarcoma localised,adverse
Anaplastic osteosarcoma metastatic,adverse
Chondrosarcomatous osteosarcoma metastatic,adverse
Mixed osteosarcoma metastatic,adverse
Osteoblastic osteosarcoma metastatic,adverse
Osteogenic sarcoma metastatic,adverse
Osteosarcoma metastatic,adverse
Telangiectatic osteosarcoma metastatic,adverse
Anaplastic osteosarcoma recurrent,adverse
Chondrosarcomatous osteosarcoma recurrent,adverse
Mixed osteosarcoma recurrent,adverse
Osteoblastic osteosarcoma recurrent,adverse
Osteogenic sarcoma recurrent,adverse
Osteosarcoma recurrent,adverse
Telangiectatic osteosarcoma recurrent,adverse
Osteosclerosis,adverse
Vertebral sclerosis,adverse
Subchondral osteosclerosis,adverse
Osteosis,adverse
Acute infection of pinna,adverse
Acute swimmers' ear,adverse
Bilateral otitis externa,adverse
External ear infection NOS,adverse
Infection of the outer ear,adverse
Infective otitis externa,adverse
"Infective otitis externa, unspecified",adverse
Left otitis externa,adverse
Malignant otitis externa,adverse
Other acute infections of external ear,adverse
Other acute otitis externa,adverse
Other chronic infective otitis externa,adverse
Other chronic otitis externa,adverse
Other otitis externa,adverse
Otitis externa,adverse
Otitis externa (excl boil of meatus),adverse
Otitis externa (excl boil of meatus) NOS,adverse
Right otitis externa,adverse
Otitis externa NOS,adverse
Necrotizing otitis externa,adverse
Necrotising otitis externa,adverse
Candidal otitis externa,adverse
Otitis externa candida,adverse
Bilateral otitis media,adverse
Glue ear,adverse
Middle ear infection,adverse
Non-suppurative otitis media,adverse
Otitis media,adverse
Otitis media NOS,adverse
Otitis media serous,adverse
Otitis media serous NOS,adverse
Otitis media suppurative,adverse
Otitis media suppurative NOS,adverse
Secretory otitis media,adverse
Serous otitis media (glue ear),adverse
Suppurative and unspecified otitis media,adverse
Unspecified otitis media,adverse
Unspecified suppurative otitis media,adverse
Catarrh of middle ear,adverse
Otitis media recurrent,adverse
Acute mucoid otitis media,adverse
Acute nonsuppurative otitis media,adverse
"Acute nonsuppurative otitis media, unspecified",adverse
Acute sanguinous otitis media,adverse
Acute serous otitis media,adverse
Acute suppurative otitis media,adverse
"Bilateral otitis media (acute, non-supp)",adverse
"Left otitis media (acute, non-supp)",adverse
Nonsuppurative otitis media and Eustachian tube disorders,adverse
Otitis media acute,adverse
Otitis media acute NOS,adverse
Otitis media serous acute,adverse
Otitis media serous acute NOS,adverse
Otitis media suppurative acute,adverse
Otitis media suppurative acute NOS,adverse
"Right otitis media (acute, non-supp)",adverse
Acute non-suppurative otitis media,adverse
"Acute non-suppurative otitis media, unspecified",adverse
Chronic atticoantral suppurative otitis media,adverse
Chronic mucoid otitis media,adverse
"Chronic mucoid otitis media, simple or unspecified",adverse
Chronic serous otitis media,adverse
"Chronic serous otitis media, simple or unspecified",adverse
Chronic suppurative otitis media,adverse
Chronic tubotympanic suppurative otitis media,adverse
Other and unspecified chronic nonsuppurative otitis media,adverse
Other chronic mucoid otitis media,adverse
Other chronic serous otitis media,adverse
Otitis media chronic,adverse
Otitis media chronic NOS,adverse
Otitis media serous chronic,adverse
Otitis media serous chronic NOS,adverse
Otitis media suppurative chronic,adverse
Otitis media suppurative chronic NOS,adverse
Unspecified chronic suppurative otitis media,adverse
Mesotympanitis,adverse
Moraxella otitis medial,adverse
Otitis media moraxella,adverse
Otitis media post measles,adverse
Postmeasles otitis media,adverse
Post measles otitis media,adverse
Ear discharge,adverse
Other otorrhea,adverse
Otorrhea,adverse
"Otorrhea, unspecified",adverse
Otorrhoea,adverse
Acute Eustachian salpingitis,adverse
Chronic Eustachian salpingitis,adverse
Eustachian salpingitis,adverse
"Eustachian salpingitis, unspecified",adverse
Eustachitis,adverse
Otosalpingitis,adverse
Cochlear otosclerosis,adverse
Fibrosis otosclerosis,adverse
Other otosclerosis,adverse
Otosclerosis,adverse
Otosclerosis exacerbated,adverse
"Otosclerosis involving oval window, nonobliterative",adverse
"Otosclerosis involving oval window, obliterative",adverse
"Otosclerosis, other",adverse
"Otosclerosis, unspecified",adverse
"Otosclerosis involving oval window, non-obliterative",adverse
Otospongiosis,adverse
Ototoxicity,adverse
Toxic labyrinthitis,adverse
Vestibular toxicity,adverse
Cochlear toxicity,adverse
Ovarian abscess,adverse
Ovarian agenesis,adverse
Streak ovaries,adverse
Acquired atrophy of ovary and fallopian tube,adverse
Atrophy ovary,adverse
Ovarian atrophy,adverse
Ca ovary,adverse
Cancer of ovary,adverse
Malignant neoplasm of ovary,adverse
Ovarian cancer,adverse
Ovarian cancer NOS,adverse
Ovarian carcinoma,adverse
Ovarian carcinosarcoma,adverse
Benign ovarian cyst,adverse
Corpus luteum cyst,adverse
Corpus luteum cyst or haematoma,adverse
Corpus luteum cyst or hematoma,adverse
Cyst of ovary,adverse
Cyst ovary,adverse
Follicular cyst of ovary,adverse
Luteal cyst of ovary,adverse
Mucinous cyst of ovary,adverse
Other and unspecified ovarian cyst,adverse
Ovarian cyst,adverse
Ovarian cyst benign (excl physiological),adverse
Ovarian cyst NOS,adverse
Ovarian cystoma,adverse
Ovarian cyst functional,adverse
Complex ovarian cyst,adverse
Non-functional ovarian cyst,adverse
Retained ovarian follicle,adverse
Ovarian cyst ruptured,adverse
Rupture of ovarian mucinous cysts,adverse
Disorder ovarian,adverse
Dysfunction ovarian,adverse
Gonadopathy NOS female,adverse
Other ovarian dysfunction,adverse
Ovarian disorder,adverse
Ovarian disorder NOS,adverse
Ovarian dysfunction,adverse
"Ovarian dysfunction, other",adverse
"Ovarian dysfunction, unspecified",adverse
Unspecified ovarian dysfunction,adverse
Ovarian dysgerminoma stage I,adverse
Ovarian dysgerminoma stage I A,adverse
Ovarian dysgerminoma stage I B,adverse
Ovarian dysgerminoma stage I C,adverse
Ovarian dysgerminoma stage II,adverse
Ovarian dysgerminoma stage II A,adverse
Ovarian dysgerminoma stage II B,adverse
Ovarian dysgerminoma stage II C,adverse
Ovarian dysgerminoma stage III,adverse
Ovarian dysgerminoma stage III A,adverse
Ovarian dysgerminoma stage III B,adverse
Ovarian dysgerminoma stage III C,adverse
Ovarian dysgerminoma stage IV,adverse
Enlargement ovary,adverse
Ovarian enlargement,adverse
Ovary enlarged,adverse
Ovarian epithelial cancer metastatic,adverse
Ovarian epithelial cancer recurrent,adverse
Ovarian epithelial cancer stage I,adverse
Ovarian epithelial cancer stage II,adverse
Ovarian epithelial cancer stage III,adverse
Ovarian epithelial cancer stage IV,adverse
Hypofunction ovarian,adverse
Other ovarian failure,adverse
Ovarian failure,adverse
Ovarian failure primary,adverse
Ovarian function insufficiency,adverse
Primary ovarian failure,adverse
Ovarian failure secondary,adverse
Empty follicle syndrome,adverse
Ovarian failure post operative,adverse
Ovarian failure postoperative,adverse
Postablative ovarian failure,adverse
Post ablative ovarian failure,adverse
Ovarian germ cell choriocarcinoma stage I,adverse
Ovarian germ cell choriocarcinoma stage I A,adverse
Ovarian germ cell choriocarcinoma stage I B,adverse
Ovarian germ cell choriocarcinoma stage I C,adverse
Ovarian germ cell choriocarcinoma stage II,adverse
Ovarian germ cell choriocarcinoma stage II A,adverse
Ovarian germ cell choriocarcinoma stage II B,adverse
Ovarian germ cell choriocarcinoma stage II C,adverse
Ovarian germ cell choriocarcinoma stage III,adverse
Ovarian germ cell choriocarcinoma stage III A,adverse
Ovarian germ cell choriocarcinoma stage III B,adverse
Ovarian germ cell choriocarcinoma stage III C,adverse
Ovarian germ cell choriocarcinoma stage IV,adverse
Ovarian germ cell embryonal carcinoma stage I,adverse
Ovarian germ cell embryonal carcinoma stage II,adverse
Ovarian germ cell embryonal carcinoma stage III,adverse
Ovarian germ cell embryonal carcinoma stage IV,adverse
Ovarian germ cell polyembryoma stage I,adverse
Ovarian germ cell polyembryoma stage I A,adverse
Ovarian germ cell polyembryoma stage I B,adverse
Ovarian germ cell polyembryoma stage I C,adverse
Ovarian germ cell polyembryoma stage II,adverse
Ovarian germ cell polyembryoma stage II A,adverse
Ovarian germ cell polyembryoma stage II B,adverse
Ovarian germ cell polyembryoma stage II C,adverse
Ovarian germ cell polyembryoma stage III,adverse
Ovarian germ cell polyembryoma stage III A,adverse
Ovarian germ cell polyembryoma stage III B,adverse
Ovarian germ cell polyembryoma stage III C,adverse
Ovarian germ cell polyembryoma stage IV,adverse
Dermoid cyst of ovary,adverse
Ovarian germ cell teratoma benign,adverse
Ovarian germ cell teratoma stage I,adverse
Ovarian germ cell teratoma stage I A,adverse
Ovarian germ cell teratoma stage I B,adverse
Ovarian germ cell teratoma stage I C,adverse
Ovarian germ cell teratoma stage II,adverse
Ovarian germ cell teratoma stage II A,adverse
Ovarian germ cell teratoma stage II B,adverse
Ovarian germ cell teratoma stage II C,adverse
Ovarian germ cell teratoma stage III,adverse
Ovarian germ cell teratoma stage III A,adverse
Ovarian germ cell teratoma stage III B,adverse
Ovarian germ cell teratoma stage III C,adverse
Ovarian germ cell teratoma stage IV,adverse
Ovarian haematoma,adverse
Ovarian hematoma,adverse
Other ovarian hyperfunction,adverse
Ovarian hyperfunction,adverse
Ovarian hyperstimulation,adverse
Ovarian hyperstimulation syndrome,adverse
Threatened ovarian hyperstimulation syndrome,adverse
Atypical proliferating ovarian tumor,adverse
Ovarian atypical proliferating tumor,adverse
Ovarian low malignant potential tumor,adverse
Ovarian low malignant potential tumour,adverse
Ovarian atypical proliferating tumour,adverse
Atypical proliferating ovarian tumour,adverse
Necrosis ovary,adverse
Ovarian necrosis,adverse
Ovarian infarction,adverse
Ovarian prolapse,adverse
Ovarian rupture,adverse
Overdose,adverse
Overdose effect,adverse
Overdose NOS,adverse
Multiple drug overdose,adverse
Overmedication,adverse
Acute overdose,adverse
Chronic overdose,adverse
Drug overdose,adverse
Drug overdose during ongoing dose titration,adverse
Overgrowth bacterial,adverse
Overweight,adverse
High weight,adverse
Ovulation delayed,adverse
Mid cycle pain,adverse
Mittelschmerz,adverse
Ovulation pain,adverse
Ovulation painful,adverse
Intermenstrual pain,adverse
11-oxysteroid activity incr,adverse
11-oxysteroid activity increased,adverse
Oxycorticosteroids increased,adverse
Oxygen saturation abnormal,adverse
Oximetry abnormal,adverse
Arterial oxygen saturation abnormal,adverse
Oxygen saturation decreased,adverse
Oxygen saturation low,adverse
Oximetry decreased,adverse
Arterial oxygen saturation decreased,adverse
Oxygen saturation high,adverse
Oxygen saturation increased,adverse
Oximetry increased,adverse
Arterial oxygen saturation increased,adverse
Oxytocin abnormal,adverse
Oxytocin abnormal NOS,adverse
Oxytocin decreased,adverse
Oxytocin increased,adverse
Paedophilia,adverse
Pedophilia,adverse
Paget's disease of nipple,adverse
Paget's disease of the breast,adverse
Paget's disease of the nipple,adverse
Paget's disease of penis,adverse
Paget's disease of the vulva,adverse
Ache,adverse
Ache NOS,adverse
Burn lesion pain transient aggravation of,adverse
Exacerbation of pain,adverse
Generalised aching,adverse
Pain,adverse
Pain aggravated,adverse
Pain burning,adverse
Pain dull,adverse
Pain exacerbated,adverse
Pain irritated,adverse
Pain NOS,adverse
Pain worsened,adverse
Pain-left side,adverse
Prick pain,adverse
Prick pain feeling,adverse
Smart,adverse
Smarting,adverse
Stinging,adverse
General body pain,adverse
Chronic pain,adverse
Shooting pain,adverse
Pain localised,adverse
Irradiating pain,adverse
Lancinating pain,adverse
Throbbing pain,adverse
Intractable pain,adverse
Pain at rest,adverse
Generalized aching,adverse
Trigger point pain,adverse
Acute pain,adverse
Pain upon movement,adverse
Pain localized,adverse
Referred pain,adverse
Residual pain,adverse
Kinesalgia,adverse
Radiating pain,adverse
Pain post chemotherapy,adverse
Pantalgia,adverse
Diffuse pain,adverse
Aches & pains in legs,adverse
Aching in limb,adverse
"Aching pain in hands, forearms, elbows",adverse
Calf pain,adverse
Foot pain,adverse
Hand pain,adverse
Leg pain,adverse
Pain foot,adverse
Pain in (l) foot,adverse
Pain in (r) arm,adverse
Pain in (r) calf,adverse
Pain in (r) foot,adverse
Pain in arm,adverse
Pain in calf,adverse
Pain in extremity,adverse
Pain in fingers,adverse
Pain in foot,adverse
Pain in hand,adverse
Pain in heel,adverse
Pain in leg,adverse
Pain in limb,adverse
Pain in thumb,adverse
Pain in toe,adverse
Pain legs,adverse
Pain of extremities,adverse
Pain of extremties,adverse
Pain of lower extremities,adverse
Pain on lower thigh,adverse
Painful arm,adverse
Painful feet,adverse
Painful hand,adverse
Painful L arm,adverse
Painful R arm,adverse
Pains in legs,adverse
Sore feet,adverse
Pain in thigh,adverse
Unilateral leg pain,adverse
Melalgia,adverse
Brachialgia,adverse
Pain in upper extremities,adverse
Jaw bone pain,adverse
Jaw pain,adverse
Pain in jaw,adverse
Pain jaw,adverse
Gnathodynia,adverse
Pain of skin,adverse
Scalp tenderness,adverse
Scalp pain,adverse
Skin tenderness,adverse
Stinging skin,adverse
Painful respiration,adverse
Inspiratory pain,adverse
Palindromic rheumatism,adverse
Palindromic rheumatism involving ankle and foot,adverse
Palindromic rheumatism involving forearm,adverse
Palindromic rheumatism involving hand,adverse
Palindromic rheumatism involving lower leg,adverse
Palindromic rheumatism involving multiple sites,adverse
Palindromic rheumatism involving other specified sites,adverse
Palindromic rheumatism involving pelvic region and thigh,adverse
Palindromic rheumatism involving shoulder region,adverse
Palindromic rheumatism involving upper arm,adverse
"Palindromic rheumatism, site unspecified",adverse
Palindromic rheumatoid arthritis,adverse
Blanching of skin,adverse
Complexion ill,adverse
Looked pale,adverse
Pale,adverse
Pale skin,adverse
Pallor,adverse
Pallor facial,adverse
Pallor generalized,adverse
Pallor of skin,adverse
Pale lips,adverse
Pale nail beds,adverse
Blanching,adverse
Palmar erythema,adverse
Hand and foot syndrome,adverse
Hand-and-foot syndrome,adverse
Palmar-plantar erythrodysaesth.,adverse
Palmar-plantar erythrodysaesthesia syndrome,adverse
Hand and foot syndrome secondary to chemotherapy,adverse
Palmar-plantar erythrodysesthesia syndrome,adverse
Palmar-plantar erythema,adverse
Hand and foot skin reaction,adverse
Acral erythema,adverse
Genital erythrodysesthesia,adverse
Genital erythrodysaesthesia,adverse
Keratosis palmaris,adverse
Palmoplantar keratoderma,adverse
Tylosis palmaris,adverse
Hyperkeratosis palmaris and plantaris,adverse
Keratosis plantaris,adverse
Heart pounding,adverse
Heart throbbing,adverse
Palpitation,adverse
Palpitations,adverse
Palpitations aggravated,adverse
Heart racing,adverse
Pancoast's tumor,adverse
Pancoast's tumour,adverse
Atrophy pancreas,adverse
Pancreatic atrophy,adverse
Cancer of head of pancreas,adverse
Cancer of head of pancreas non-resectable,adverse
Cancer of head of pancreas resectable,adverse
Cancer of pancreas (excl head),adverse
Cancer of pancreas (excl head) non-resectable,adverse
Cancer of pancreas (excl head) resectable,adverse
Malignant neoplasm of body of pancreas,adverse
Malignant neoplasm of body of pancreas non-resectable,adverse
Malignant neoplasm of body of pancreas resectable,adverse
Malignant neoplasm of head of pancreas,adverse
Malignant neoplasm of head of pancreas non-resectable,adverse
Malignant neoplasm of head of pancreas resectable,adverse
Malignant neoplasm of pancreas,adverse
Malignant neoplasm of pancreas non-resectable,adverse
Malignant neoplasm of pancreas resectable,adverse
"Malignant neoplasm of pancreas, part unspecified",adverse
Malignant neoplasm of tail of pancreas,adverse
Malignant neoplasm of tail of pancreas non-resectable,adverse
Malignant neoplasm of tail of pancreas resectable,adverse
Pancreas cancer,adverse
Pancreas carcinoma,adverse
Pancreas carcinoma resectable,adverse
Pancreas neoplasm malignant,adverse
Pancreas neoplasm malignant non-resectable,adverse
Pancreas neoplasm malignant resectable,adverse
Pancreatic cancer,adverse
Pancreatic cancer non-resectable,adverse
Pancreatic cancer resectable,adverse
Pancreatic carcinoma,adverse
Pancreatic carcinoma non-resectable,adverse
Pancreatic carcinoma NOS,adverse
Pancreatic carcinoma resectable,adverse
Cancer of head of pancreas metastatic,adverse
Cancer of pancreas (excl head) metastatic,adverse
Malignant neoplasm of body of pancreas metastatic,adverse
Malignant neoplasm of head of pancreas metastatic,adverse
Malignant neoplasm of pancreas metastatic,adverse
Malignant neoplasm of tail of pancreas metastatic,adverse
Pancreas neoplasm malignant metastatic,adverse
Pancreatic adenocarcinoma metastatic,adverse
Pancreatic cancer metastatic,adverse
Pancreatic carcinoma metastatic,adverse
Cancer of head of pancreas recurrent,adverse
Cancer of pancreas (excl head) recurrent,adverse
Malignant neoplasm of body of pancreas recurrent,adverse
Malignant neoplasm of head of pancreas recurrent,adverse
Malignant neoplasm of pancreas recurrent,adverse
Malignant neoplasm of tail of pancreas recurrent,adverse
Pancreas carcinoma recurrent,adverse
Pancreas neoplasm malignant recurrent,adverse
Pancreatic adenocarcinoma recurrent,adverse
Pancreatic cancer recurrent,adverse
Pancreatic carcinoma recurrent,adverse
Cyst and pseudocyst of pancreas,adverse
Pancreas cyst,adverse
Pancreatic cyst,adverse
Diseases of pancreas,adverse
Disorder pancreas,adverse
Other specified diseases of pancreas,adverse
Pancreas disorder,adverse
Pancreatic disorder,adverse
Pancreatic disorder NOS,adverse
Unspecified disease of pancreas,adverse
Pancreatic enzyme abnormality,adverse
Pancreatic enzyme disorder NOS,adverse
Pancreatic secretion disorder,adverse
Pancreas haemorrhage,adverse
Pancreatic haemorrhage,adverse
Pancreatic hemorrhage,adverse
Pancreas hemorrhage,adverse
Pancreatic bleeding,adverse
Pancreatic injury,adverse
Pancreatic trauma,adverse
Pancreatic pseudocyst,adverse
Pancreatitis,adverse
Pancreatitis NOS,adverse
Pancreatitis steroid-induced,adverse
Pancreatitis aggravated,adverse
Mass forming pancreatitis,adverse
Toxic pancreatitis,adverse
Pancreatic inflammation,adverse
Acute pancreatitis,adverse
Pancreatitis acute,adverse
Pancreatitis acute on chronic,adverse
Chronic pancreatitis,adverse
Pancreatitis chronic,adverse
Calcific pancreatitis,adverse
Hemorrhagic pancreatitis,adverse
Pancreatitis haemorrhagic,adverse
Pancreatitis hemorrhage,adverse
Pancreatitis hemorrhagic,adverse
Haemorrhagic pancreatitis,adverse
Pancreatitis haemorrhage,adverse
Mumps pancreatitis,adverse
Pancreatitis mumps,adverse
