	id	Topic_Num	Topic_Perc_Contribu	Topic_Keywords	Origin_Text	Text
148	39308	2.0	0.2576	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Proportion of participants experiencing at least one grade 35 adverse event by 52 weeks that was possibly, probably, or definitely related to study treatment using a modified intention-to-treat analysis for a model based on the raw dataset and imputed dataset	['proport', 'particip', 'experi', 'grade', 'advers', 'event', 'week', 'possibl', 'probabl', 'definit', 'relat', 'studi', 'treatment', 'modifi', 'intent', 'treat', 'analysi', 'model', 'base', 'raw', 'dataset', 'imput', 'dataset']
149	10707	2.0	0.2574	event, treatment, advers, group, popul, patient, studi, surviv, respons, treat	Treatment-related adverse events occurring in 5% of patients in either group from start of treatment to 30 days after end of treatment  (safety population)   *	['treatment', 'relat', 'advers', 'event', 'occur', 'patient', 'group', 'start', 'treatment', 'day', 'end', 'treatment', 'safeti', 'popul']
150	23993	3.0	0.3514	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Early Clopidogrel and Glycoprotein IIb/IIIa Inhibitor Use in Patients Managed With Early Invasive Strategy  (Cath 48 h From Admission)  Versus Conservative Care  (Cath >48 h After Admission or No Cath)	['earli', 'clopidogrel', 'glycoprotein', 'iib', 'iiia', 'inhibitor', 'use', 'patient', 'manag', 'earli', 'invas', 'strategi', 'cath', 'admiss', 'versus', 'conserv', 'care', 'cath', 'admiss', 'cath']
151	24738	3.0	0.2903	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Patients With Standardized Criteria for Urgent and Elective Coronary Angiogram, and Rates of Urgent PTCA and CABG Among These Patients During the 28 Days Following Onset of Unstable Angina, by Type of Hospital	['patient', 'standard', 'criteria', 'urgent', 'elect', 'coronari', 'angiogram', 'rat', 'urgent', 'ptca', 'cabg', 'patient', 'day', 'follow', 'onset', 'unstabl', 'angina', 'type', 'hospit']
152	16871	3.0	0.2859	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Procedures, Complications and Clinical Outcomes of Patients at Hospital Discharge in Invasive and Conservative Therapy Groups Following Matching by Propensity Analysis	['procedur', 'complic', 'clinic', 'outcom', 'patient', 'hospit', 'discharg', 'invas', 'conserv', 'therapi', 'group', 'follow', 'match', 'propens', 'analysi']
153	9231	3.0	0.2782	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	A Summary of Time Frames of PTCA, Surgery, Antiplatelet Therapy and Complications in Patients Who Experienced Major Complications After Noncardiac Surgery Preceded by Intracoronary Stent Placement legend	['summari', 'time', 'frame', 'ptca', 'surgeri', 'antiplatelet', 'therapi', 'complic', 'patient', 'experi', 'major', 'complic', 'noncardiac', 'surgeri', 'preced', 'intracoronari', 'stent', 'placement']
154	16362	3.0	0.2684	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Effect of Intravenous Losartan  (1.0 mg/kg + 0.03 mg/kg/min) , EXP3174  (0.1 mg/kg + 0.01 mg/kg/min) , Captopril  (1.0 mg/kg + 0.5 mg/kg/h)  or Vehicle on Cardiac Electrophysiologic Parameters in Postinfarction Dogs legend	['effect', 'intraven', 'losartan', 'mg', 'mg', 'min', 'exp', 'mg', 'mg', 'min', 'captopril', 'mg', 'mg', 'vehicl', 'cardiac', 'paramet', 'postinfarct', 'dog']
155	16363	3.0	0.2645	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Plasma Renin Activities in Postinfarction Dogs Administered Intravenous Losartan  (1.0 mg/kg + 0.03 mg/kg/min) , EXP3174  (0.1 mg/kg + 0.01 mg/kg/min) , Captopril  (1.0 mg/kg + 0.5 mg/kg/h)  or Vehicle legend	['plasma', 'renin', 'activ', 'postinfarct', 'dog', 'administ', 'intraven', 'losartan', 'mg', 'mg', 'min', 'exp', 'mg', 'mg', 'min', 'captopril', 'mg', 'mg', 'vehicl']
156	16364	3.0	0.263	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Effect of Intravenous Losartan  (1.0 mg/kg + 0.03 mg/kg/min) , EXP3174  (0.1 mg/kg + 0.01 mg/kg/min) , Captopril  (1.0 mg/kg + 0.5 mg/kg/h)  or Vehicle on the Incidence of Lethal Ischemic Arrhythmias Developing in Response to Secondary Acute Posterolateral Myocardial Ischemia in Postinfarction Dogs	['effect', 'intraven', 'losartan', 'mg', 'mg', 'min', 'exp', 'mg', 'mg', 'min', 'captopril', 'mg', 'mg', 'vehicl', 'incid', 'lethal', 'ischem', 'arrhythmia', 'develop', 'respons', 'secondari', 'acut', 'posterolater', 'myocardi', 'ischemia', 'postinfarct', 'dog']
157	42087	3.0	0.2575	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Initial Procedural Outcome  (Among 608 CABG and PTCA Patients With IR Intended and 579 PTCA Patients With CR Intended if Randomized to PTCA Who Received Their Assigned Treatment)  legend	['initi', 'procedur', 'outcom', 'cabg', 'ptca', 'patient', 'ir', 'intend', 'ptca', 'patient', 'cr', 'intend', 'random', 'ptca', 'receiv', 'assign', 'treatment']
158	32023	3.0	0.2568	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Ischemic and Bleeding Outcomes 12 to 30 Months After Coronary Stent Treatment in all Randomized Patients, Stratified by Presentation With Versus Without Acute Myocardial Infarction	['ischem', 'bleed', 'outcom', 'month', 'coronari', 'stent', 'treatment', 'random', 'patient', 'stratifi', 'present', 'versus', 'acut', 'myocardi', 'infarct']
159	9006	3.0	0.2558	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Death, MI, or Refractory Ischemia or Major Bleeding in Patients Undergoing PCI by Loading Dose of Clopidogrel or Type of GP IIb/IIIa Inhibitor	['death', 'mi', 'refractori', 'ischemia', 'major', 'bleed', 'patient', 'undergo', 'pci', 'load', 'dose', 'clopidogrel', 'type', 'gp', 'iib', 'iiia', 'inhibitor']
160	16869	3.0	0.2555	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Procedures, Complications and Clinical Outcomes of Patients at Hospital Discharge in Invasive and Conservative Therapy Groups *	['procedur', 'complic', 'clinic', 'outcom', 'patient', 'hospit', 'discharg', 'invas', 'conserv', 'therapi', 'group']
161	16361	3.0	0.2535	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Effect of Intravenous Losartan  (1.0 mg/kg + 0.03 mg/kg/min) , EXP3174  (0.1 mg/kg + 0.01 mg/kg/min) , Captopril  (1.0 mg/kg + 0.5 mg/kg/h)  or Vehicle on Sinus Heart Rate, Mean Arterial Pressure and Electrocardiographic Intervals in Postinfarction Dogs legend	['effect', 'intraven', 'losartan', 'mg', 'mg', 'min', 'exp', 'mg', 'mg', 'min', 'captopril', 'mg', 'mg', 'vehicl', 'sinus', 'heart', 'rate', 'mean', 'arteri', 'pressur', 'interv', 'postinfarct', 'dog']
162	5661	3.0	0.2518	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Intraoperative and Postoperative Complications for Patients Undergoing Off-Pump and On-Pump CABG Surgery in New York State, 19972000	['intraop', 'postop', 'complic', 'patient', 'undergo', 'pump', 'pump', 'cabg', 'surgeri', 'new', 'york', 'state']
163	19494	3.0	0.2466	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Risk of THV Thrombosis in Relation to Post-TAVR Antithrombotic Therapy Until 1- to 3-Month Post-TAVR Follow-Up  (Routine Follow-Up Visit 1)	['risk', 'thv', 'thrombosi', 'relat', 'post', 'tavr', 'antithrombot', 'therapi', 'month', 'post', 'tavr', 'follow', 'routin', 'follow', 'visit']
164	9005	3.0	0.2466	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Death, MI, Refractory Ischemia, Major Bleeding, and Net Clinical Outcome at 30 Days in Those Treated With a GP IIb/IIIa Inhibitor	['death', 'mi', 'refractori', 'ischemia', 'major', 'bleed', 'net', 'clinic', 'outcom', 'day', 'treat', 'gp', 'iib', 'iiia', 'inhibitor']
165	30747	3.0	0.2464	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	In-Hospital Course of Patients With Acute Myocardial Infarction and Cardiogenic Shock Treated With or Without Intraaortic Balloon Counterpulsation	['hospit', 'cours', 'patient', 'acut', 'myocardi', 'infarct', 'cardiogen', 'shock', 'treat', 'intraaort', 'balloon']
166	37578	3.0	0.2449	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Sensitivity analysis and 1-year mortality in all patients and in patients who survived until day 14, day 30, day 60, and day 90 after acute myocardial infarction  (AMI)	['sensit', 'analysi', 'year', 'mortal', 'patient', 'patient', 'surviv', 'day', 'day', 'day', 'day', 'acut', 'myocardi', 'infarct', 'ami']
167	33676	3.0	0.2442	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Mortality Over Time Among All Patients in PCI Studies Randomizing Patients to Standard Therapy or Standard Therapy Plus Abciximab With a 12-h Infusion After PCI  (Excludes Patients Not Randomized to a Common Intervention [EPISTENT PTCA/Abciximab Group])  legend	['mortal', 'time', 'patient', 'pci', 'studi', 'random', 'patient', 'standard', 'therapi', 'standard', 'therapi', 'plus', 'abciximab', 'infus', 'pci', 'exclud', 'patient', 'random', 'common', 'intervent', 'epist', 'ptca', 'abciximab', 'group']
168	30748	3.0	0.2442	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Community Hospital Complications of Patients With Acute Myocardial Infarction and Cardiogenic Shock Treated With or Without Intraaortic Balloon Counterpulsation	['communiti', 'hospit', 'complic', 'patient', 'acut', 'myocardi', 'infarct', 'cardiogen', 'shock', 'treat', 'intraaort', 'balloon']
169	50710	3.0	0.2435	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Neurological presentations of 424 patients with gluten sensitivity, who presented with neurological dysfunction and were seen in the gluten sensitivity/neurology clinic, in Sheffield, UK, from 1994 to 2009	['neurolog', 'present', 'patient', 'gluten', 'sensit', 'present', 'neurolog', 'dysfunct', 'see', 'gluten', 'sensit', 'neurolog', 'clinic', 'sheffield', 'uk']
170	18715	3.0	0.2427	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Revascularization Procedures in Post-Lytic NQMI Patients Randomized to Invasive  (INV)  or Conservative  (CON)  Management Strategies legend	['procedur', 'post', 'lytic', 'nqmi', 'patient', 'random', 'invas', 'inv', 'conserv', 'manag', 'strategi']
171	4720	3.0	0.2424	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Early and Late Outcomes of Hospital Survivors of AMI and Cardiogenic Shock According To Myocardial Infarction Type	['earli', 'late', 'outcom', 'hospit', 'survivor', 'ami', 'cardiogen', 'shock', 'accord', 'myocardi', 'infarct', 'type']
172	30697	3.0	0.2409	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	In-Hospital Outcomes of Elderly Patients  (65 years old)  With or Without Previous Angina 48 Hours Before Acute Myocardial Infarction	['hospit', 'outcom', 'elder', 'patient', 'year', 'old', 'previous', 'angina', 'hour', 'acut', 'myocardi', 'infarct']
173	21442	3.0	0.2409	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Clinical Outcomes at 30 Days According to Consistent Therapy on Enoxaparin Versus Switch From Enoxaparin to Bivalirudin	['clinic', 'outcom', 'day', 'accord', 'consist', 'therapi', 'enoxaparin', 'versus', 'switch', 'enoxaparin', 'bivalirudin']
174	23975	3.0	0.2403	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Clinical Outcomes Stratified by Stent Type and Peri-Procedure Administration of Platelet Glycoprotein IIb/IIIa Inhibitors	['clinic', 'outcom', 'stratifi', 'stent', 'type', 'peri', 'procedur', 'administr', 'platelet', 'glycoprotein', 'iib', 'iiia', 'inhibitor']
175	32534	3.0	0.2385	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	In-Hospital Bleeding Complications of Patients With ST Segment Elevation Myocardial Infarction According to Thrombolytic and Antithrombin Therapy	['hospit', 'bleed', 'complic', 'patient', 'st', 'segment', 'elev', 'myocardi', 'infarct', 'accord', 'thrombolyt', 'antithrombin', 'therapi']
176	16921	3.0	0.2376	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Comparison of Admitting Diagnosis and Initial Hospital Bed Assignments of 29,585 Patients With LBBB and Acute MI in the National Registry for Myocardial Infarction 2  (June 1, 1994March 31, 1998)  legend	['comparison', 'admit', 'diagnosi', 'initi', 'hospit', 'bed', 'assign', 'patient', 'lbbb', 'acut', 'mi', 'nation', 'registri', 'myocardi', 'infarct', 'june', 'march']
177	17444	3.0	0.2365	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	30-Day and Long-Term Reinfarction According to Degree of ST-Segment Resolution at 90 Min and 4 Hours After Initiation of Reperfusion Therapy	['day', 'long', 'term', 'reinfarct', 'accord', 'degre', 'st', 'segment', 'resolut', 'min', 'hour', 'initi', 'reperfus', 'therapi']
178	16922	3.0	0.2363	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Comparison of Treatments Received by 29,585 Patients With Acute MI and LBBB With and Without Chest Pain in the National Registry for Myocardial Infarction 2  (June 1, 1994March 31, 1998)  legend legend	['comparison', 'treatment', 'receiv', 'patient', 'acut', 'mi', 'lbbb', 'chest', 'pain', 'nation', 'registri', 'myocardi', 'infarct', 'june', 'march']
179	17790	3.0	0.2361	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Clinical Outcomes at Day 9 in Patients Undergoing Early PCI  (Within 24 h of Randomization)	['clinic', 'outcom', 'day', 'patient', 'undergo', 'earli', 'pci', 'random']
180	32528	3.0	0.235	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Serial Electrocardiographic Changes in Patients With Suspected Acute Myocardial Infarction Who Were Not Receive Randomized to Prehospital Versus In-Hospital Thrombolysis	['serial', 'chang', 'patient', 'suspect', 'acut', 'myocardi', 'infarct', 'receiv', 'random', 'prehospit', 'versus', 'hospit', 'thrombolysi']
181	32535	3.0	0.2332	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Clinical Outcomes at 30 Days in Patients With ST Segment Elevation Myocardial Infarction According to Thrombolytic and Antithrombin Therapy	['clinic', 'outcom', 'day', 'patient', 'st', 'segment', 'elev', 'myocardi', 'infarct', 'accord', 'thrombolyt', 'antithrombin', 'therapi']
182	4865	3.0	0.2331	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Landmark Analysis of the Risk of Clinical Endpoints for Patients With and Without DM Treated With>12 Months Versus12Months of Clopidogrel After IndexPercutaneous Coronary Revascularization With BMS	['landmark', 'analysi', 'risk', 'clinic', 'endpoint', 'patient', 'dm', 'treat', 'month', 'versus', 'month', 'clopidogrel', 'coronari', 'bms']
183	30699	3.0	0.2325	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Protective Role of Angina 48 Hours Before Acute Myocardial Infarction in Adult and Elderly Patients: Adjusted Regression Model for In-Hospital Death and Congestive Heart Failure or Shock and Combined End Points  (in-hospital death, congestive heart failure or shock)   a	['protect', 'role', 'angina', 'hour', 'acut', 'myocardi', 'infarct', 'adult', 'elder', 'patient', 'adjust', 'regress', 'model', 'hospit', 'death', 'congest', 'heart', 'failur', 'shock', 'combin', 'end', 'point', 'hospit', 'death', 'congest', 'heart', 'failur', 'shock']
184	30698	3.0	0.2325	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Protective Role of Angina 48 Hours Before Acute Myocardial Infarction in Adult and Elderly Patients: Unadjusted Regression Model for In-Hospital Death and Congestive Heart Failure or Shock and Combined End Points  (in-hospital death, congestive heart failure or shock)	['protect', 'role', 'angina', 'hour', 'acut', 'myocardi', 'infarct', 'adult', 'elder', 'patient', 'unadjust', 'regress', 'model', 'hospit', 'death', 'congest', 'heart', 'failur', 'shock', 'combin', 'end', 'point', 'hospit', 'death', 'congest', 'heart', 'failur', 'shock']
185	19277	3.0	0.2319	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	In-Hospital Clinical Outcomes of Patients Undergoing Isolated Tricuspid Valve Surgery From 2004 to 2013  (Unweighted)	['hospit', 'clinic', 'outcom', 'patient', 'undergo', 'isol', 'tricuspid', 'valv', 'surgeri', 'unweight']
186	17788	3.0	0.2319	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Short-Term and Long-Term Major Adverse Clinical Events in PCI Patients	['short', 'term', 'long', 'term', 'major', 'advers', 'clinic', 'event', 'pci', 'patient']
187	17897	3.0	0.2316	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Early and Systematic Versus Guided or Delayed PCI  (Stent Era and Balloon Era)  After Fibrinolysis for STEMI	['earli', 'systemat', 'versus', 'guid', 'delay', 'pci', 'stent', 'era', 'balloon', 'era', 'fibrinolysi', 'stemi']
188	25013	3.0	0.2313	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Effect of Surgery on Exercise Parameters in Patients Undergoing Mitral Valve Replacement and Patients Undergoing Mitral Valve Repair legend	['effect', 'surgeri', 'exercis', 'paramet', 'patient', 'undergo', 'mitral', 'valv', 'replac', 'patient', 'undergo', 'mitral', 'valv', 'repair']
189	32235	3.0	0.2313	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Individual Event Rates  (Event/Month)  and Therapy Episodes  (Episode/Month)  of Patients Pre- and Post-CRT Implantation	['individu', 'event', 'rat', 'event', 'month', 'therapi', 'episod', 'episod', 'month', 'patient', 'pre', 'post', 'crt', 'implant']
190	5690	3.0	0.2305	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Complications of Thrombolytic Therapy of Prosthetic Valve Thrombosis in 107 Patients	['complic', 'thrombolyt', 'therapi', 'prosthet', 'valv', 'thrombosi', 'patient']
191	32587	3.0	0.2302	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Clinical Outcomes in Surgically and Nonsurgically Treated Patients After Acute Myocardial Infarction	['clinic', 'outcom', 'surgic', 'nonsurg', 'treat', 'patient', 'acut', 'myocardi', 'infarct']
192	37874	3.0	0.2301	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Effects of aspirin on bleeding episodes and related complications in elective-arthroplasty patients up to day 35	['effect', 'aspirin', 'bleed', 'episod', 'relat', 'complic', 'elect', 'arthroplasti', 'patient', 'day']
193	18126	3.0	0.2301	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Hierarchical Incidence of MACE During Hospitalization and 12-Month Follow-Up in Patients With Successful Recanalization of a CTO	['hierarch', 'incid', 'mace', 'hospit', 'month', 'follow', 'patient', 'success', 'recan', 'cto']
194	25706	3.0	0.23	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	1-Year Clinical Outcomes in Patients With In-Hospital Versus Out-of-Hospital Definite/Probable Stent Thrombosis	['year', 'clinic', 'outcom', 'patient', 'hospit', 'versus', 'hospit', 'definit', 'probabl', 'stent', 'thrombosi']
195	27968	3.0	0.2298	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	30-Day and 1-Year Event Rates According to the Occurrence of Major VC Versus No Major VC Up to 30 Days	['day', 'year', 'event', 'rat', 'accord', 'occurr', 'major', 'vc', 'versus', 'major', 'vc', 'day']
196	44166	3.0	0.2298	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	In-Hospital Invasive Coronary Procedures, Medications, Complications and Mortality of Patients Treated or Not Treated by Acute Reperfusion legend	['hospit', 'invas', 'coronari', 'procedur', 'medic', 'complic', 'mortal', 'patient', 'treat', 'treat', 'acut', 'reperfus']
197	32022	3.0	0.2296	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Ischemic and Bleeding Outcomes in all Randomized Patients, According to Acute Myocardial Infarction Status, From12 to 30 Months After Coronary Stent Treatment	['ischem', 'bleed', 'outcom', 'random', 'patient', 'accord', 'acut', 'myocardi', 'infarct', 'status', 'month', 'coronari', 'stent', 'treatment']
198	18716	3.0	0.2295	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Reported Cause of Death and Procedures Performed in Post-Lytic NQMI Patients Randomized to Invasive  (INV)  and Conservative  (CON)  Management Strategies legend	['report', 'caus', 'death', 'procedur', 'perform', 'post', 'lytic', 'nqmi', 'patient', 'random', 'invas', 'inv', 'conserv', 'manag', 'strategi']
199	28899	3.0	0.2291	patient, clinic, outcom, follow, month, day, hospit, procedur, myocardi, therapi	Study Endpoints in Matched Patients: Admission Rate, Length of Stay, MACE, Additional Patient Follow-Up, and Downstream Resource Utilization With CCTA Versus Standard Evaluation  (Both, n= 894)	['studi', 'endpoint', 'match', 'patient', 'admiss', 'rate', 'length', 'stay', 'mace', 'addit', 'patient', 'follow', 'downstream', 'resourc', 'util', 'ccta', 'versus', 'standard', 'evalu']
200	48105	4.0	0.3294	year, age, mortal, death, ratio, rat, relat, caus, incid, adjust	5-year relative survival  (%)  by use of state-specific and race-specific life tables and age-standardised to ICSS weights  *   with 95% CIs     for adults  (aged 1599 years)  diagnosed with cancer of the breast  (women) , colon, rectum, or prostate during 199094 and followed up to Dec 31, 1999, by ra US populations	['year', 'relat', 'surviv', 'use', 'state', 'specif', 'race', 'specif', 'life', 'tabl', 'age', 'standardis', 'icss', 'weight', 'cis', 'adult', 'age', 'year', 'diagnos', 'cancer', 'breast', 'women', 'colon', 'rectum', 'prostat', 'follow', 'dec', 'ra', 'popul']
201	10763	4.0	0.3237	year, age, mortal, death, ratio, rat, relat, caus, incid, adjust	Decomposition analysis of the change of global disability-adjusted life years  (thousands)  by level 1 causes from 1990 to 2010 into total population growth, population ageing, and changes in age-specific, sex-specific, and cause-specific disability-adjusted-life-year rates	['decomposit', 'analysi', 'chang', 'global', 'disabl', 'adjust', 'life', 'year', 'thousand', 'level', 'caus', 'total', 'popul', 'growth', 'popul', 'age', 'chang', 'age', 'specif', 'sex', 'specif', 'caus', 'specif', 'disabl', 'adjust', 'life', 'year', 'rat']
202	15998	4.0	0.3229	year, age, mortal, death, ratio, rat, relat, caus, incid, adjust	Global all-age attributable deaths and DALYs, in 2006 and 2016, and percentage change of deaths, age-standardised death rates, DALYs, and age-standardised DALY rates between 2006 and 2016, for all risk-outcome pairs, both sexes combined	['global', 'age', 'attribut', 'death', 'dali', 'percentag', 'chang', 'death', 'age', 'standardis', 'death', 'rat', 'dali', 'age', 'standardis', 'dali', 'rat', 'risk', 'outcom', 'pair', 'sex', 'combin']
203	27413	4.0	0.3228	year, age, mortal, death, ratio, rat, relat, caus, incid, adjust	40-year trends in the index of net survival for all cancers combined at 1, 5, and 10 years after diagnosis in adults  (1599 years)  in England from 1971 to 2011 and trends in the age-adjusted net survival for 21 selected cancers in England from 1971 to 2011 by sex	['year', 'trend', 'index', 'net', 'surviv', 'cancer', 'combin', 'year', 'diagnosi', 'adult', 'year', 'england', 'trend', 'age', 'adjust', 'net', 'surviv', 'select', 'cancer', 'england', 'sex']
204	13352	4.0	0.3219	year, age, mortal, death, ratio, rat, relat, caus, incid, adjust	Age-standardised 5-year net survival  (%)  with 95% CI: adults  (1599 years)  diagnosed with one of eight common malignancies  (oesophagus, stomach, colon, rectum, liver, pancreas, lung, or melanoma of the skin)  by continent, country, and calendar period of diagnosis	['age', 'standardis', 'year', 'net', 'surviv', 'ci', 'adult', 'year', 'diagnos', 'common', 'malign', 'oesophagus', 'stomach', 'colon', 'rectum', 'liver', 'pancrea', 'lung', 'melanoma', 'skin', 'contin', 'countri', 'calendar', 'period', 'diagnosi']
205	27414	4.0	0.3212	year, age, mortal, death, ratio, rat, relat, caus, incid, adjust	40-year trends in the index of net survival for all cancers combined at 1, 5, and 10 years after diagnosis in adults  (1599 years)  in Wales from 1971 to 2011 and trends in the age-adjusted net survival for 21 selected cancers in Wales from 1971 to 2011 by sex	['year', 'trend', 'index', 'net', 'surviv', 'cancer', 'combin', 'year', 'diagnosi', 'adult', 'year', 'wale', 'trend', 'age', 'adjust', 'net', 'surviv', 'select', 'cancer', 'wale', 'sex']
206	48104	4.0	0.3154	year, age, mortal, death, ratio, rat, relat, caus, incid, adjust	5-year relative survival  (%) , age-standardised to ICSS weights  *   with 95% CIs for adults  (aged 1599 years)  diagnosed with cancer of the breast  (women) , colon, rectum, or prostate during 199094 and followed up to Dec 31, 1999: continent, country, and region	['year', 'relat', 'surviv', 'age', 'standardis', 'icss', 'weight', 'cis', 'adult', 'age', 'year', 'diagnos', 'cancer', 'breast', 'women', 'colon', 'rectum', 'prostat', 'follow', 'dec', 'contin', 'countri', 'region']
207	15389	4.0	0.3142	year, age, mortal, death, ratio, rat, relat, caus, incid, adjust	Age-adjusted annual incidence and mortality rates  (per 100000 person-years) , disability-adjusted life-years  (DALYs)  lost, prevalence  (per 100000 people) , and mortality-to-incidence ratio  (MIR)  by age groups in high-income and low-income and middle-income countries, and globally in 1990, 2005, and 2010	['age', 'adjust', 'annual', 'incid', 'mortal', 'rat', 'person', 'year', 'disabl', 'adjust', 'life', 'year', 'dali', 'lose', 'preval', 'peopl', 'mortal', 'incid', 'ratio', 'mir', 'age', 'group', 'high', 'incom', 'low', 'incom', 'middl', 'incom', 'countri', 'global']
208	37567	4.0	0.2962	year, age, mortal, death, ratio, rat, relat, caus, incid, adjust	Observed  (obs)  number of sibling pairs with cancer and standardised incidence ratios  (SIR)  in siblings of children with cancer, followed-up in childhood and adolescence, stratified by type of cancer of index patient	['observ', 'ob', 'number', 'sibl', 'pair', 'cancer', 'standardis', 'incid', 'ratio', 'sir', 'sibl', 'children', 'cancer', 'follow', 'childhood', 'adolesc', 'stratifi', 'type', 'cancer', 'index', 'patient']
209	39432	4.0	0.2962	year, age, mortal, death, ratio, rat, relat, caus, incid, adjust	Male dose-related excess mortality in ever-drinkers as a proportion of all mortality in male ever-drinkers and never-drinkers, by age and underlying cause of death	['male', 'dose', 'relat', 'excess', 'mortal', 'drinker', 'proport', 'mortal', 'male', 'drinker', 'drinker', 'age', 'underli', 'caus', 'death']
210	39433	4.0	0.2944	year, age, mortal, death, ratio, rat, relat, caus, incid, adjust	Female dose-related excess mortality in ever-drinkers as a proportion of all mortality in female ever-drinkers and never-drinkers, by age and underlying cause of death	['femal', 'dose', 'relat', 'excess', 'mortal', 'drinker', 'proport', 'mortal', 'femal', 'drinker', 'drinker', 'age', 'underli', 'caus', 'death']
211	12120	4.0	0.2944	year, age, mortal, death, ratio, rat, relat, caus, incid, adjust	Top 10 causes of disability-adjusted life-years  (DALYs)  in males, females, and both for ages 1014 years, 1519 years, and 2024 years, 1990, 2005, and 2013	['caus', 'disabl', 'adjust', 'life', 'year', 'dali', 'male', 'femal', 'age', 'year', 'year', 'year']
212	13800	4.0	0.293	year, age, mortal, death, ratio, rat, relat, caus, incid, adjust	Age-standardised and sex-standardised mortality ratios of all-cause, suicide-related, and cancer-related mortality in patients with chronic fatigue syndrome, compared with the general population in England and Wales in 2011	['age', 'standardis', 'sex', 'standardis', 'mortal', 'ratio', 'caus', 'suicid', 'relat', 'cancer', 'relat', 'mortal', 'patient', 'chronic', 'fatigu', 'syndrom', 'compar', 'general', 'popul', 'england', 'wale']
213	16488	4.0	0.2925	year, age, mortal, death, ratio, rat, relat, caus, incid, adjust	5-year age-standardised net survival for adults  (aged 1599 years)  diagnosed with one of ten common malignant diseases and children  (aged 014 years)  with ALL, by continent, country, and calendar period of diagnosis	['year', 'age', 'standardis', 'net', 'surviv', 'adult', 'age', 'year', 'diagnos', 'common', 'malign', 'diseas', 'children', 'age', 'year', 'contin', 'countri', 'calendar', 'period', 'diagnosi']
